Title	Using Random Walks for Question-focused Sentence Retrieval	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
Author	Jahna Otterbacher 1 , Güneş Erkan 2 , Dragomir R. Radev 1,2	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail line-blank-line line-double-space line-space headchar-capital
B-Affiliation	1 School of Information, 2 Department of EECS	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail numbered-heading1
I-Affiliation	University of Michigan	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-larger indented-line shorter-tail headchar-capital
Email	{jahna,gerkan,radev}@umich.edu	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest hanged-line longer-tail symbol-atmark column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column left-indent right-indent font-larger column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-blank-line above-double-space above-line-space
B-Abstract	We consider the problem of question-	page=0 xpos=0 ypos=2 left-column left-indent hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Abstract	focused sentence retrieval from complex	page=0 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower
I-Abstract	news articles describing multi-event sto-	page=0 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ries published over time. Annotators gen-	page=0 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	erated a list of questions central to under-	page=0 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	standing each story in our corpus. Be-	page=0 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	cause of the dynamic nature of the stories,	page=0 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Abstract	many questions are time-sensitive (e.g.	page=0 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower tailchar-period
I-Abstract	“How many victims have been found?”)	page=0 xpos=0 ypos=4 left-column left-indent aligned-line
I-Abstract	Judges found sentences providing an an-	page=0 xpos=0 ypos=4 left-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Abstract	swer to each question. To address the	page=0 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower
I-Abstract	sentence retrieval problem, we apply a	page=0 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower
I-Abstract	stochastic, graph-based method for com-	page=0 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	paring the relative importance of the tex-	page=0 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	tual units, which was previously used suc-	page=0 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	cessfully for generic summarization. Cur-	page=0 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	rently, we present a topic-sensitive version	page=0 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Abstract	of our method and hypothesize that it can	page=0 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Abstract	outperform a competitive baseline, which	page=0 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Abstract	compares the similarity of each sentence	page=0 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Abstract	to the input question via IDF-weighted	page=0 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Abstract	word overlap. In our experiments, the	page=0 xpos=0 ypos=7 left-column left-indent aligned-line headchar-lower
I-Abstract	method achieves a TRDR score that is sig-	page=0 xpos=0 ypos=7 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	nificantly higher than that of the baseline.	page=0 xpos=0 ypos=7 left-column left-indent right-indent aligned-line headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=8 left-column right-indent font-larger hanged-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 column-bottom
B-Body	Q&A (Voorhees and Tice, 2000)), in which the user	page=0 xpos=5 ypos=2 right-column full-justified column-top year headchar-capital
I-Body	presents a single question and the system returns a	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	corresponding answer (or a set of likely answers), in	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	this case the user has a more complex information	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	need.	page=0 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Similarly, when reading about a complex news	page=0 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	story, such as an emergency situation, users might	page=0 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	seek answers to a set of questions in order to un-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	derstand it better. For example, Figure 1 shows	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the interface to our Web-based news summarization	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	system, which a user has queried for information	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	about Hurricane Isabel. Understanding such stories	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	is challenging for a number of reasons. In particular,	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	complex stories contain many sub-events (e.g. the	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	devastation of the hurricane, the relief effort, etc.) In	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	addition, while some facts surrounding the situation	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	do not change (such as “Which area did the hurri-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cane first hit?”), others may change with time (“How	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	many people have been left homeless?”). There-	page=0 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
