Title	Evaluating Contextual Dependency of Paraphrases	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital
Title	using a Latent Variable Model	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
Author	Kiyonroi OHTAKE	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-larger indented-line shorter-tail line-blank-line line-double-space line-space headchar-capital
B-Affiliation	Spoken Language Communication Research Laboratories	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-larger hanged-line longer-tail headchar-capital
I-Affiliation	Advanced Telecommunications Research Institute International	page=0 xpos=1 ypos=1 single-column centered left-indent right-indent font-larger hanged-line longer-tail headchar-capital
Address	Kyoto 619-0288 Japan	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-larger indented-line shorter-tail headchar-capital
Email	kiyonori.ohtake + @atr.jp	page=0 xpos=2 ypos=1 single-column centered left-indent right-indent hanged-line longer-tail symbol-atmark headchar-lower column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column centered left-indent right-indent font-larger column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	This paper presents an evaluation	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Abstract	method employing a latent variable	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	model for paraphrases with their con-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	texts. We assume that the context of a	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	sentence is indicated by a latent vari-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	able of the model as a topic and that	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	the likelihood of each variable can be	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	inferred. A paraphrase is evaluated	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	for whether its sentences are used in	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	the same context. Experimental re-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	sults showed that the proposed method	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	achieves almost 60% accuracy and that	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	there is not a large performance differ-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ence between the two models. The re-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	sults also revealed an upper bound of	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	accuracy of 77% with the method when	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	using only topic information.	page=0 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=6 left-column right-indent font-larger hanged-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	This paper proposes a method to evaluate whether	page=0 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	a paraphrasing pair is contextually independent.	page=0 xpos=0 ypos=6 left-column full-justified aligned-line itemization headchar-lower tailchar-period
I-Body	Evaluating a paraphrasing pair is important when	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	we extract paraphrases from a corpus or apply a	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	paraphrase to a sentence, since we must guarantee	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
