Title	Bilingual Dictionary Construction with Transliteration Filtering	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-double-space above-line-space
Author	John Richardson † , Toshiaki Nakazawa ‡ , Sadao Kurohashi †	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail line-double-space line-space symbol-dagger symbol-dagger headchar-capital above-double-space above-line-space
B-Affiliation	† Graduate School of Informatics, Kyoto University, Kyoto 606-8501, Japan	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest indented-line shorter-tail line-double-space line-space symbol-dagger
I-Affiliation	‡ Japan Science and Technology Agency, Chiyoda-ku, Tokyo 102-8666, Japan	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest hanged-line symbol-dagger
Email	john@nlp.ist.i.kyoto-u.ac.jp, nakazawa@pa.jst.jp, kuro@i.kyoto-u.ac.jp	page=0 xpos=1 ypos=1 single-column centered left-indent right-indent indented-line shorter-tail symbol-atmark headchar-lower above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=4 ypos=1 single-column centered left-indent right-indent indented-line shorter-tail line-blank-line line-double-space line-space string-abstract headchar-capital above-line-space
B-Abstract	In this paper we present a bilingual transliteration lexicon of 170K Japanese-English technical terms in the scientiﬁc	page=0 xpos=0 ypos=1 single-column full-justified font-smallest hanged-line longer-tail line-space headchar-capital
I-Abstract	domain. Translation pairs are extracted by ﬁltering a large list of transliteration candidates generated automatically	page=0 xpos=0 ypos=1 single-column full-justified font-smallest aligned-line headchar-lower
I-Abstract	from a phrase table trained on parallel corpora. Filtering uses a novel transliteration similarity measure based on a	page=0 xpos=0 ypos=1 single-column full-justified font-smallest aligned-line headchar-lower
I-Abstract	discriminative phrase-based machine translation approach. We demonstrate that the extracted dictionary is accurate and	page=0 xpos=0 ypos=2 single-column full-justified font-smallest aligned-line headchar-lower
I-Abstract	of high recall (F <sub>1</sub> -score 0.8). Our lexicon contains not only single words but also multi-word expressions, and is freely	page=0 xpos=0 ypos=2 single-column full-justified font-smaller aligned-line headchar-lower
I-Abstract	available. Our experiments focus on Katakana-English lexicon construction, however it would be possible to apply the	page=0 xpos=0 ypos=2 single-column full-justified font-smallest aligned-line headchar-lower
I-Abstract	proposed methods to transliteration extraction for a variety of language pairs.	page=0 xpos=0 ypos=2 single-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
I-Abstract	Keywords: transliteration, lexicon, Katakana	page=0 xpos=0 ypos=2 left-column right-indent font-smallest column-top line-blank-line line-double-space line-space string-keyword headchar-capital above-blank-line above-double-space above-line-space
B-SectionHeader	1. Introduction	page=0 xpos=1 ypos=3 left-column centered left-indent right-indent font-largest indented-line shorter-tail line-blank-line line-double-space line-space itemization above-double-space above-line-space
B-Body	A large lexicon of technical terms is important for	page=0 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	many natural language processing applications, partic-	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ularly machine translation. The aim of this research	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	is to generate a large Japanese-English dictionary for	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	the scientiﬁc domain.	page=0 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The great majority of technical terms in Japanese are	page=0 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	transliterations of English words. It is therefore an in-	page=0 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	teresting option to consider designing a system specif-	page=0 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ically for transliteration extraction, as this allows us	page=0 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	to improve the accuracy greatly by making use of	page=0 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	a transliteration model, while sacriﬁcing only mini-	page=0 xpos=0 ypos=5 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	mal coverage. Although we concentrate on Japanese-	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	English in this paper, our model could easily be ex-	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tended to generate dictionaries for other languages	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	that contain many transliterations, such as Arabic, Ko-	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	rean and Russian.	page=0 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Transliterations in the Japanese language are written	page=0 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	with a special writing system (‘Katakana’) used pri-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	marily for transliterations, and this makes it relatively	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	simple to ﬁnd likely transliterations. There can be a	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	number of spelling variations for the same transliter-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ation. For example both konpyuuta コンピュータ and	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	konpyuutaa コンピューター are valid transliterations of	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	‘computer’. There is however often a preferred spelling.	page=0 xpos=0 ypos=7 left-column full-justified aligned-line tailchar-period above-line-space
I-Body	Our method is to use a discriminative extension to	page=0 xpos=0 ypos=7 left-column full-justified aligned-line line-space headchar-capital
I-Body	phrase-based statistical machine translation (PBSMT)	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	to ﬁlter a list of transliteration candidates. This model	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	is able to score transliterations with high accuracy.	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The candidates to be ﬁltered are generated automat-	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ically by using a standard PBSMT system to extract	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	phrase pairs from a parallel corpus.	page=0 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	It can be observed that alignment accuracy is relatively	page=0 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail line-space headchar-capital
