Title	Statistical Phrase-Based Translation Proceedings of HLT-NAACL 2003	page=0 xpos=2 ypos=0 single-column left-indent font-largest page-top year headchar-capital column-bottom
I-Header	Main Papers , pp. 48-54	page=0 xpos=7 ypos=0 right-column left-indent font-smallest column-top headchar-capital
I-Header	Edmonton, May-June 2003	page=0 xpos=7 ypos=0 right-column left-indent font-smallest aligned-line year headchar-capital column-bottom above-blank-line above-double-space above-line-space
Author	Philipp Koehn, Franz Josef Och, Daniel Marcu	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-largest column-top line-blank-line line-double-space line-space headchar-capital
B-Affiliation	Information Sciences Institute	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-capital
I-Affiliation	Department of Computer Science	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest hanged-line longer-tail headchar-capital
I-Affiliation	University of Southern California	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest aligned-line headchar-capital above-line-space
Email	koehn@isi.edu, och@isi.edu, marcu@isi.edu	page=0 xpos=2 ypos=1 single-column centered left-indent right-indent font-larger hanged-line longer-tail line-space symbol-atmark headchar-lower column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column centered left-indent right-indent font-largest column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	We propose a new phrase-based translation	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Abstract	model and decoding algorithm that enables	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	us to evaluate and compare several, previ-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ously proposed phrase-based translation mod-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	els. Within our framework, we carry out a	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	large number of experiments to understand bet-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ter and explain why phrase-based models out-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	perform word-based models. Our empirical re-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	sults, which hold for all examined language	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	pairs, suggest that the highest levels of perfor-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	mance can be obtained through relatively sim-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ple means: heuristic learning of phrase trans-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	lations from word-based alignments and lexi-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	cal weighting of phrase translations. Surpris-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ingly, learning phrases longer than three words	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	and learning phrases from high-accuracy word-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	level alignment models does not have a strong	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	impact on performance. Learning only syntac-	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	tically motivated phrases degrades the perfor-	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	mance of our systems.	page=0 xpos=0 ypos=6 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=7 left-column right-indent font-largest hanged-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Various researchers have improved the quality of statis-	page=0 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tical machine translation system with the use of phrase	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	translation. Och et al. [1999]’s alignment template model	page=0 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-lower
I-Body	can be reframed as a phrase translation system; Yamada	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	and Knight [2001] use phrase translation in a syntax-	page=0 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	based translation system; Marcu and Wong [2002] in-	page=0 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	troduced a joint-probability model for phrase translation;	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-semicolon
I-Body	and the CMU and IBM word-based statistical machine	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	translation systems <sup>1</sup> are augmented with phrase transla-	page=0 xpos=0 ypos=8 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
E-Body	tion capability.	page=0 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Phrase translation clearly helps, as we will also show	page=0 xpos=0 ypos=9 left-column left-indent indented-line longer-tail headchar-capital
I-Body	with the experiments in this paper. But what is the best	page=0 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>1</sup> Presentations at DARPA IAO Machine Translation Work-	page=0 xpos=0 ypos=9 left-column left-indent font-largest indented-line line-double-space line-space headchar-super tailchar-hiphen
