Title	A Hybrid Distributional and Knowledge-based Model of Lexical Semantics	page=0 xpos=0 ypos=0 single-column left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
Author	Nikolaos Aletras	page=0 xpos=1 ypos=0 left-column left-indent right-indent font-largest column-top line-blank-line line-double-space line-space headchar-capital
B-Affiliation	Department of Computer Science,	page=0 xpos=1 ypos=0 left-column left-indent right-indent font-largest hanged-line longer-tail headchar-capital tailchar-comma
I-Affiliation	University College London,	page=0 xpos=1 ypos=0 left-column left-indent right-indent font-largest indented-line shorter-tail headchar-capital tailchar-comma
Address	Gower Street,	page=0 xpos=2 ypos=1 left-column left-indent right-indent font-largest indented-line shorter-tail headchar-capital tailchar-comma
Address	London WC1E 6BT	page=0 xpos=1 ypos=1 left-column left-indent right-indent font-largest hanged-line longer-tail headchar-capital
Address	United Kingdom	page=0 xpos=1 ypos=1 left-column left-indent right-indent font-largest indented-line shorter-tail headchar-capital column-bottom
Author	Mark Stevenson	page=0 xpos=6 ypos=0 right-column left-indent right-indent font-largest column-top headchar-capital
B-Affiliation	Department of Computer Science,	page=0 xpos=5 ypos=0 right-column left-indent right-indent font-largest hanged-line longer-tail headchar-capital tailchar-comma
I-Affiliation	University of Sheffield,	page=0 xpos=5 ypos=0 right-column left-indent right-indent font-largest indented-line shorter-tail headchar-capital tailchar-comma
Address	Regent Court, 211 Portobello,	page=0 xpos=5 ypos=1 right-column left-indent right-indent font-largest hanged-line longer-tail headchar-capital tailchar-comma
Address	Sheffield S1 4DP	page=0 xpos=6 ypos=1 right-column left-indent right-indent font-largest indented-line shorter-tail headchar-capital
Address	United Kingdom	page=0 xpos=6 ypos=1 right-column left-indent right-indent font-largest headchar-capital column-bottom
Email	nikos.aletras@gmail.com mark.stevenson@sheffield.ac.uk	page=0 xpos=0 ypos=1 single-column left-indent right-indent font-largest column-top symbol-atmark headchar-lower column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column left-indent right-indent font-largest column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-blank-line above-double-space above-line-space
B-Abstract	A range of approaches to the representa-	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent font-smallest hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Abstract	tion of lexical semantics have been explored	page=0 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	within Computational Linguistics. Two of the	page=0 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	most popular are distributional and knowledge-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	based models. This paper proposes hybrid	page=0 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	models of lexical semantics that combine the	page=0 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	advantages of these two approaches. Our mod-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	els provide robust representations of synony-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	mous words derived from WordNet. We also	page=0 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	make use of WordNet’s hierarcy to refine the	page=0 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	synset vectors. The models are evaluated on	page=0 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	two widely explored tasks involving lexical	page=0 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	semantics: lexical similarity and Word Sense	page=0 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	Disambiguation. The hybrid models are found	page=0 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line headchar-capital
I-Abstract	to perform better than standard distributional	page=0 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	models and have the additional benefit of mod-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	elling polysemy.	page=0 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=6 left-column right-indent font-largest hanged-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	The representation of lexical semantics is a core prob-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	lem in Computational Linguistics and a variety of	page=0 xpos=0 ypos=6 left-column right-indent aligned-line headchar-lower
I-Body	approaches have been developed. Two of the most	page=0 xpos=0 ypos=6 left-column right-indent aligned-line headchar-lower
I-Body	widely explored have been knowledge-based and dis-	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
