Title	Structuring Knowledge for Reference Generation:	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top string-reference headchar-capital tailchar-colon
Title	A Clustering Algorithm	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-capital above-double-space above-line-space
Author	Albert Gatt	page=0 xpos=4 ypos=0 single-column left-indent right-indent font-largest indented-line shorter-tail line-double-space line-space headchar-capital
B-Affiliation	Department of Computing Science	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-largest hanged-line longer-tail headchar-capital
I-Affiliation	University of Aberdeen	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-capital
Address	Scotland, United Kingdom	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest hanged-line longer-tail headchar-capital above-line-space
Email	agatt@csd.abdn.ac.uk	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-larger hanged-line longer-tail line-space symbol-atmark headchar-lower column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=1 left-column centered left-indent right-indent font-largest column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	This paper discusses two problems that arise	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Abstract	in the Generation of Referring Expressions:	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-colon
I-Abstract	(a) numeric-valued attributes, such as size or	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line itemization
I-Abstract	location; (b) perspective-taking in reference.	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-period
I-Abstract	Both problems, it is argued, can be resolved	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-capital
I-Abstract	if some structure is imposed on the available	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	knowledge prior to content determination. We	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	describe a clustering algorithm which is suffi-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ciently general to be applied to these diverse	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	problems, discuss its application, and evaluate	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	its performance.	page=0 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
