Title	An HMM-Based Approach to Automatic Phrasing for Mandarin Text-	page=0 xpos=0 ypos=0 single-column full-justified font-largest page-top headchar-capital tailchar-hiphen above-line-space
Title	to-Speech Synthesis	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail line-space headchar-lower column-bottom above-blank-line above-double-space above-line-space
Author	Jing Zhu	page=0 xpos=1 ypos=0 left-column left-indent right-indent font-larger column-top line-blank-line line-double-space line-space headchar-capital column-bottom
B-Affiliation	Department of Electronic Engineering	page=0 xpos=0 ypos=0 single-column left-indent right-indent font-larger column-top headchar-capital column-bottom
Author	Jian-Hua Li	page=0 xpos=6 ypos=0 right-column left-indent right-indent font-larger column-top headchar-capital column-bottom
B-Affiliation	Department of Electronic Engineering	page=0 xpos=4 ypos=0 single-column left-indent right-indent font-larger column-top headchar-capital column-bottom
I-Affiliation	Shanghai Jiao Tong University	page=0 xpos=0 ypos=1 left-column left-indent right-indent font-larger column-top headchar-capital above-line-space
Email	zhujing@sjtu.edu.cn	page=0 xpos=0 ypos=1 left-column left-indent right-indent font-smaller indented-line shorter-tail line-space symbol-atmark headchar-lower above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column left-indent right-indent font-larger indented-line shorter-tail line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	Automatic phrasing is essential to Mandarin text-	page=0 xpos=0 ypos=2 left-column right-indent hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Abstract	to-speech synthesis. We select word format as	page=0 xpos=0 ypos=2 left-column right-indent aligned-line headchar-lower
I-Abstract	target linguistic feature and propose an HMM-	page=0 xpos=0 ypos=2 left-column right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	based approach to this issue. Then we define four	page=0 xpos=0 ypos=2 left-column right-indent aligned-line headchar-lower
I-Abstract	states of prosodic positions for each word when	page=0 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower
I-Abstract	employing a discrete hidden Markov model. The	page=0 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower
I-Abstract	approach achieves high accuracy of roughly 82%,	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Abstract	which is very close to that from manual labeling.	page=0 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower tailchar-period
I-Abstract	Our experimental results also demonstrate that	page=0 xpos=0 ypos=3 left-column right-indent aligned-line headchar-capital
I-Abstract	this approach has advantages over those part-of-	page=0 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	speech-based ones.	page=0 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=4 left-column right-indent font-larger aligned-line line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Owing to the limitation of vital capacity and	page=0 xpos=0 ypos=4 left-column right-indent aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	contextual information, breaks or pauses are	page=0 xpos=0 ypos=5 left-column right-indent aligned-line headchar-lower
I-Body	always an important ingredient of human speech.	page=0 xpos=0 ypos=5 left-column right-indent aligned-line headchar-lower tailchar-period
I-Body	They play a great role in signaling structural	page=0 xpos=0 ypos=5 left-column right-indent aligned-line headchar-capital
I-Body	boundaries. Similarly, in the area of text-to-	page=0 xpos=0 ypos=5 left-column right-indent aligned-line headchar-lower tailchar-hiphen
I-Body	speech (TTS) synthesis, assigning breaks is very	page=0 xpos=0 ypos=5 left-column right-indent aligned-line headchar-lower
I-Body	crucial to naturalness and intelligibility,	page=0 xpos=0 ypos=5 left-column right-indent aligned-line headchar-lower tailchar-comma
E-Body	particularly in long sentences.	page=0 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	The challenge in achieving naturalness mainly	page=0 xpos=0 ypos=6 left-column left-indent right-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	results from prosody generation in TTS synthesis.	page=0 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	Generally speaking, prosody deals with phrasing,	page=0 xpos=0 ypos=6 left-column right-indent aligned-line headchar-capital tailchar-comma
I-Body	loudness, duration and speech intonation. Among	page=0 xpos=0 ypos=6 left-column right-indent aligned-line headchar-lower
I-Body	these prosodic features, phrasing divides	page=0 xpos=0 ypos=7 left-column right-indent aligned-line headchar-lower
I-Body	utterances into meaningful chunks of information,	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	called hierarchic breaks. However, there is no	page=0 xpos=0 ypos=7 left-column right-indent aligned-line headchar-lower
I-Body	unique solution to prosodic phrasing in most	page=0 xpos=0 ypos=7 left-column right-indent aligned-line headchar-lower
I-Body	cases. Different solution in phrasing can result in	page=0 xpos=0 ypos=7 left-column right-indent aligned-line headchar-lower
I-Body	different meaning that a listener could perceive.	page=0 xpos=0 ypos=7 left-column right-indent aligned-line headchar-lower tailchar-period
I-Body	Considering its importance, recent TTS research	page=0 xpos=0 ypos=8 left-column right-indent aligned-line headchar-capital
I-Body	has focused on automatic prediction of prosodic	page=0 xpos=0 ypos=8 left-column right-indent aligned-line headchar-lower
I-Body	phrase based on the part-of-speech (POS) feature	page=0 xpos=0 ypos=8 left-column right-indent aligned-line headchar-lower
I-Body	or syntactic structure(Black and Taylor, 1994;	page=0 xpos=0 ypos=8 left-column right-indent aligned-line year headchar-lower tailchar-semicolon
I-Body	Klatt, 1987; Wightman, 1992; Hirschberg 1996;	page=0 xpos=0 ypos=8 left-column right-indent aligned-line year headchar-capital tailchar-semicolon
