Title	A Class-oriented Approach to Building a Paraphrase Corpus	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
Author	Atsushi Fujita Kentaro Inui	page=0 xpos=1 ypos=0 left-column left-indent right-over font-larger column-top line-blank-line line-double-space line-space headchar-capital column-bottom
B-Affiliation	Graduate School of Informatics, Graduate School of Information Science,	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest column-top headchar-capital tailchar-comma
I-Affiliation	Kyoto University Nara Institute of Science and Technology	page=0 xpos=1 ypos=1 single-column left-indent right-indent font-largest indented-line headchar-capital column-bottom
Email	fujita@pine.kuee.kyoto-u.ac.jp	page=0 xpos=0 ypos=1 left-column left-indent right-indent font-largest column-top symbol-atmark headchar-lower above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column centered left-indent right-indent font-larger indented-line shorter-tail line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	Towards deep analysis of composi-	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Abstract	tional classes of paraphrases, we have	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	examined a class-oriented framework	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	for collecting paraphrase examples, in	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	which sentential paraphrases are col-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	lected for each paraphrase class sep-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	arately by means of automatic can-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	didate generation and manual judge-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	ment. Our preliminary experiments on	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	building a paraphrase corpus have so	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	far been producing promising results,	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-comma
I-Abstract	which we have evaluated according to	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	cost-efficiency, exhaustiveness, and re-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	liability.	page=0 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=5 left-column right-indent font-larger hanged-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Paraphrases are alternative ways of conveying the	page=0 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	same content. The technology for paraphrase	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	generation and recognition has drawn the atten-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of an increasing number of researchers be-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cause of its potential contribution to a broad range	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	of natural language applications.	page=0 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Paraphrases can be viewed as monolingual	page=0 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	translations. From this viewpoint, research on	page=0 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	paraphrasing has adapted techniques fostered in	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the literature of machine translation (MT), such	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	as transformation algorithms (Lavoie et al., 2000;	page=0 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-lower tailchar-semicolon
I-Body	Takahashi et al., 2001), corpus-based techniques	page=0 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-capital
I-Body	for paraphrase pattern acquisition (Barzilay and	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	McKeown, 2001; Shinyama and Sekine, 2003;	page=0 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-capital tailchar-semicolon
I-Body	Quirk et al., 2004), and fluency measurements	page=0 xpos=0 ypos=8 left-column full-justified font-largest aligned-line year headchar-capital
E-Body	(Lapata, 2001; Fujita et al., 2004).	page=0 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail year tailchar-period
B-Body	One thing the paraphrasing community is still	page=0 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	lacking is shared collections of paraphrase ex-	page=0 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-hiphen column-bottom
Email	inui@is.naist.jp	page=0 xpos=6 ypos=1 right-column left-indent right-indent font-largest column-top symbol-atmark headchar-lower above-blank-line above-double-space above-line-space
I-Body	amples that could be used to analyze problems	page=0 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	underlying the tasks and to evaluate the perfor-	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mance of systems under development. To our best	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	knowledge, the paraphrase corpus developed by	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	Dolan et al. (2004) is one of the very few collec-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	tions available for free <sup>1</sup> . Development of para-	page=0 xpos=5 ypos=3 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	phrase corpora raises several issues: what sorts	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	of paraphrases should be collected, where para-	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	phrase examples can be obtained from, how the	page=0 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	coverage and quality of the corpus can be ensured,	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	how manual annotation cost can be effectively re-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	duced, and how collected examples should be or-	page=0 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ganized and annotated.	page=0 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Obviously these issues should be discussed	page=0 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	with the purpose of each individual corpus taken	page=0 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	into account. In this paper, we address the is-	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sues of building a gold-standard corpus that is to	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	be used to evaluate paraphrase generation models	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	and report on our preliminary experiences taking	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	Japanese as a target language. Our approach is	page=0 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	characterized by the following:	page=0 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	• We define a set of paraphrase classes based	page=0 xpos=5 ypos=6 right-column left-indent font-largest indented-line longer-tail line-double-space line-space itemization
I-Listitem	on the syntactic features of transformation	page=0 xpos=5 ypos=6 right-column left-indent indented-line headchar-lower
I-Listitem	patterns.	page=0 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Listitem	• We separately collect paraphrase examples	page=0 xpos=5 ypos=7 right-column left-indent font-largest hanged-line longer-tail line-space itemization
I-Listitem	for each paraphrase class that are considered	page=0 xpos=5 ypos=7 right-column left-indent indented-line headchar-lower
I-Listitem	to be linguistically explainable.	page=0 xpos=5 ypos=7 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
