Title	CD ER : Efficient MT Evaluation Using Block Movements	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
Author	Gregor Leusch and Nicola Ueffing and Hermann Ney	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest indented-line shorter-tail line-blank-line line-double-space line-space headchar-capital
B-Affiliation	Lehrstuhl für Informatik VI, Computer Science Department	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-larger hanged-line headchar-capital
I-Affiliation	RWTH Aachen University	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-larger indented-line shorter-tail headchar-capital
Address	D-52056 Aachen, Germany	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-larger year headchar-capital
Email	{leusch,ueffing,ney}@i6.informatik.rwth-aachen.de	page=0 xpos=1 ypos=1 single-column centered left-indent right-indent font-largest hanged-line longer-tail symbol-atmark column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=1 left-column centered left-indent right-indent font-larger column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	Most state-of-the-art evaluation measures	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Abstract	for machine translation assign high costs	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	to movements of word blocks. In many	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	cases though such movements still result	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	in correct or almost correct sentences. In	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	this paper, we will present a new eval-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	uation measure which explicitly models	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	block reordering as an edit operation.	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-period
I-Abstract	Our measure can be exactly calculated in	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-capital
I-Abstract	quadratic time.	page=0 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period
I-Abstract	Furthermore, we will show how some	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line longer-tail headchar-capital
I-Abstract	evaluation measures can be improved	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	by the introduction of word-dependent	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	substitution costs. The correlation of the	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	new measure with human judgment has	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	been investigated systematically on two	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	different language pairs. The experimental	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	results will show that it significantly	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	outperforms state-of-the-art approaches in	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	sentence-level correlation. Results from	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	experiments with word dependent substi-	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Abstract	tution costs will demonstrate an additional	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	increase of correlation between automatic	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent aligned-line headchar-lower
I-Abstract	evaluation measures and human judgment.	page=0 xpos=0 ypos=6 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=6 left-column right-indent font-larger hanged-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Research in machine translation (MT) depends	page=0 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	heavily on the evaluation of its results. Espe-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cially for the development of an MT system,	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	an evaluation measure is needed which reliably	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	assesses the quality of MT output. Such a measure	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	will help analyze the strengths and weaknesses of	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	different translation systems or different versions	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	of the same system by comparing output at	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the sentence level. In most applications of	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	MT, understandability for humans in terms of	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Body	readability as well as semantical correctness	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	should be the evaluation criterion. But as human	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	evaluation is tedious and cost-intensive, automatic	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	evaluation measures are used in most MT research	page=0 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	tasks. A high correlation between these automatic	page=0 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	evaluation measures and human evaluation is thus	page=0 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	desirable.	page=0 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-Body	State-of-the-art measures such as B LEU (Pap-	page=0 xpos=5 ypos=1 right-column left-indent column-top headchar-capital tailchar-hiphen
I-Body	ineni et al., 2002) or N IST (Doddington, 2002)	page=0 xpos=5 ypos=2 right-column full-justified hanged-line year headchar-lower
I-Body	aim at measuring the translation quality rather	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	on the document level <sup>1</sup> than on the level of	page=0 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower
I-Body	single sentences. They are thus not well-suited	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	for sentence-level evaluation. The introduction	page=0 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	of smoothing (Lin and Och, 2004) solves this	page=0 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
