Title	Fast Computation of Lexical Affinity Models	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
Author	Egidio Terra Charles L.A. Clarke	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-larger indented-line shorter-tail line-blank-line line-double-space line-space headchar-capital
B-Affiliation	School of Computer Science	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-larger indented-line shorter-tail headchar-capital
I-Affiliation	University of Waterloo	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-larger indented-line shorter-tail headchar-capital
Address	Canada	page=0 xpos=4 ypos=1 single-column centered left-indent right-indent font-larger indented-line shorter-tail headchar-capital
Email	elterra,claclark  @plg2.uwaterloo.ca	page=0 xpos=3 ypos=1 single-column left-indent right-indent font-largest hanged-line longer-tail symbol-atmark headchar-lower column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column centered left-indent right-indent font-larger column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	We present a framework for the fast compu-	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Abstract	tation of lexical affinity models. The frame-	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	work is composed of a novel algorithm to effi-	page=0 xpos=0 ypos=2 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	ciently compute the co-occurrence distribution	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	between pairs of terms, an independence model,	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Abstract	and a parametric affinity model. In compari-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	son with previous models, which either use ar-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	bitrary windows to compute similarity between	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	words or use lexical affinity to create sequential	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	models, in this paper we focus on models in-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	tended to capture the co-occurrence patterns of	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	any pair of words or phrases at any distance in	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	the corpus. The framework is flexible, allowing	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	fast adaptation to applications and it is scalable.	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-period
I-Abstract	We apply it in combination with a terabyte cor-	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Abstract	pus to answer natural language tests, achieving	page=0 xpos=0 ypos=5 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	encouraging results.	page=0 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=5 left-column right-indent font-larger hanged-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Modeling term co-occurrence is important for many	page=0 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
