Title	On Combining Language Models :	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital tailchar-colon
Title	Oracle Approach <sup></sup>	page=0 xpos=3 ypos=0 single-column left-indent right-indent font-largest indented-line shorter-tail headchar-capital above-blank-line above-double-space above-line-space
Author	Kadri Hacioglu and Wayne Ward	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
B-Affiliation	Center for Spoken Language Research	page=0 xpos=2 ypos=1 single-column centered left-indent right-indent font-largest hanged-line longer-tail headchar-capital
I-Affiliation	University of Colorado at Boulder	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-capital
Email	f hacioglu,whw g @cslr.colorado.edu	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent indented-line shorter-tail symbol-atmark itemization headchar-lower column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	ABSTRACT	page=0 xpos=0 ypos=2 left-column right-indent font-largest column-top line-blank-line line-double-space line-space headchar-capital above-line-space
B-Abstract	In this paper, we address the problem of combining several lan-	page=0 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Abstract	guage models (LMs). We find that simple interpolation methods,	page=0 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Abstract	like log-linear and linear interpolation, improve the performance	page=0 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Abstract	but fall short of the performance of an oracle. The oracle knows the	page=0 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Abstract	reference word string and selects the word string with the best per-	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Abstract	formance (typically, word or semantic error rate) from a list of word	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Abstract	strings, where each word string has been obtained by using a dif-	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Abstract	ferent LM. Actually, the oracle acts like a dynamic combiner with	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Abstract	hard decisions using the reference. We provide experimental results	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Abstract	that clearly show the need for a dynamic language model combina-	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Abstract	tion to improve the performance further. We suggest a method that	page=0 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Abstract	mimics the behavior of the oracle using a neural network or a de-	page=0 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
