Title	SAGAN: A Machine Translation Approach for	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest page-top headchar-capital above-line-space
Title	Cross-Lingual Textual Entailment	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail line-space headchar-capital above-blank-line above-double-space above-line-space
Author	Julio Castillo <sup>1,2</sup> and Marina Cardenas 2	page=0 xpos=3 ypos=0 single-column centered left-indent right-indent font-largest indented-line shorter-tail line-blank-line line-double-space line-space headchar-capital
B-Affiliation	<sup>1</sup> UNC-FaMAF, Argentina	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-super
I-Affiliation	<sup>2</sup> UTN-FRC, Argentina	page=0 xpos=3 ypos=1 single-column centered left-indent right-indent font-largest indented-line shorter-tail headchar-super
Email	{jotacastillo, ing.marinacardenas}@gmail.com	page=0 xpos=2 ypos=1 single-column centered left-indent right-indent hanged-line longer-tail symbol-atmark column-bottom above-blank-line above-double-space above-line-space
AbstractHeader	Abstract	page=0 xpos=1 ypos=2 left-column centered left-indent right-indent font-larger column-top line-blank-line line-double-space line-space string-abstract headchar-capital above-double-space above-line-space
B-Abstract	This paper describes our participation in the	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest hanged-line longer-tail line-double-space line-space headchar-capital
I-Abstract	task denominated Cross-Lingual Textual En-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	tailment (CLTE) for content synchronization.	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-period
I-Abstract	We represent an approach to CLTE using	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-capital
I-Abstract	machine translation to tackle the problem of	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	multilinguality. Our system resides on ma-	page=0 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Abstract	chine learning and in the use of WordNet as	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	semantic source knowledge. Results are very	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	promising always achieving results above	page=0 xpos=0 ypos=4 left-column centered left-indent right-indent font-smallest aligned-line headchar-lower
I-Abstract	mean score.	page=0 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	1 Introduction	page=0 xpos=0 ypos=4 left-column right-indent font-larger hanged-line longer-tail line-double-space line-space numbered-heading1 above-blank-line above-double-space above-line-space
B-Body	This paper describes the participation of Sagan, a	page=0 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	TE and CLTE system, in the new task of Cross	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	Lingual Textual Entailment for Content Synchro-	page=0 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
E-Body	nization.	page=0 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The objective of the Recognizing Textual En-	page=0 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tailment (RTE) task (Dagan et al., 2006) is deter-	page=0 xpos=0 ypos=6 left-column full-justified hanged-line year headchar-lower tailchar-hiphen
I-Body	mining whether the meaning of a text fragment that	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	we call hypothesis H can be inferred from another	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	text fragment T. In this manner, we say that T en-	page=0 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tails H, if a person reading T would infer that H is	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	most likely true. Thus, this definition assumes	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	common human understanding of language and	page=0 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	common background knowledge.	page=0 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In that context, Cross-Lingual Textual Entail-	page=0 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ment addresses textual entailment recognition in	page=0 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
